seq_id	cluster	predicted_taxa	confidence	true_taxa
AY310598.1	2	68126	0.7650	68992
AY562029.1	2	53747	0.8942	53747
AY839338.1	2	-1	0.2498	72069
AF505631.1	2	-1	0.2877	43342
HM483395.1	2	-1	0.2282	3164
AY461551.1	2	-1	0.2199	43481
AY752991.1	2	67658	0.4352	64706
AM883187.1	2	59361	0.7324	62178
AF272281.1	2	36549	0.4287	38621
HM140811.1	2	70753	0.4353	30860
GU067681.1	2	-1	0.3311	54309
AB674959.1	2	67806	0.8927	67806
MN762525.1	2	11282	0.6590	11282
KJ482007.1	2	33579	0.3843	833
GQ167153.1	2	-1	0.2905	69160
EF408558.1	2	67446	0.4495	47147
KF827547.1	2	10429	0.7647	51102
KM222136.1	2	37942	0.4000	37942
MH111383.1	2	41990	0.3710	19347
MK087995.1	2	-1	0.2980	3150
MN216010.1	2	-1	0.3040	52448
MN761675.1	2	11349	0.9210	11349
JQ716403.1	2	43589	0.5055	33284
JX124497.1	2	43924	0.7642	38079
KU378803.1	2	-1	0.2121	22099
MK513789.1	2	5558	0.9955	5558
KY365435.1	2	57712	0.5386	51099
FJ907079.1	2	43478	0.5610	30573
HM751583.1	2	-1	0.2455	72512
AY996078.1	2	49063	0.7485	49049
KP092901.1	2	-1	0.3075	5234
AY858883.1	2	-1	0.3037	71616
DQ457657.1	2	-1	0.3398	2340
AY775750.1	2	-1	0.2073	73448
MG952265.1	2	34798	0.6632	34838
AF527818.1	2	-1	0.2792	50764
OM522002.1	2	32374	0.4331	18033
MF039366.1	2	15757	0.9967	15757
KR348740.1	2	-1	0.2982	56899
KY979782.1	2	31837	0.5643	31300
MH745035.1	2	43113	0.9772	43113
DQ485171.1	2	21555	0.4563	21540
JF934780.1	2	-1	0.2589	65577
KY039629.1	2	18308	0.8237	18273
KP120104.1	2	32642	0.6059	21068
FJ907976.1	2	19194	0.8792	19194
HM470284.1	2	4434	0.9987	4434
KJ418358.1	2	72125	0.9065	5189
KT923827.1	2	20004	0.3768	64025
KY305174.1	2	28533	0.4878	40988
DQ249199.2	2	-1	0.3393	19148
EU912074.1	2	41378	0.3795	28405
MF374766.1	2	-1	0.3026	6537
HM475349.1	2	24781	0.7049	3962
GU395609.1	2	-1	0.1764	47742
MN227303.1	2	53062	0.7165	53062
MK138909.1	2	56836	0.3814	42948
KR337010.1	2	-1	0.2202	21791
DQ094185.2	2	18046	0.8884	18046
AY859643.1	2	-1	0.2622	47051
MG384721.1	2	22679	0.9725	22679
KY565255.1	2	54164	0.9133	70611
KP020113.1	2	60242	0.7343	60244
EU596377.1	2	-1	0.3412	27035
MK352462.1	2	8896	0.4188	9460
GU597034.1	2	44353	0.8795	44353
FJ042740.1	2	61573	0.4717	44816
AF467028.1	2	6573	0.9954	6573
AJ277462.1	2	28971	0.6475	64
MK123624.1	2	58480	0.9517	59986
AY544770.1	2	30242	0.6067	63887
KP940707.1	2	52646	0.6238	57727
KJ577858.1	2	13574	0.3983	31732
KX896255.1	2	73506	0.6313	62811
FJ697071.1	2	39766	0.3605	41577
DQ166958.1	2	43194	0.6213	54686
HQ871775.1	2	37468	0.5685	43899
KC118887.1	2	14591	0.5618	35291
EU605907.1	2	52483	0.9819	52483
KX037424.1	2	-1	0.1848	27726
GU053593.1	2	-1	0.3001	13548
KT338717.1	2	41117	0.7305	30796
AF511590.2	2	13456	0.9479	13456
KU931663.1	2	19195	0.5952	32610
KR532106.1	2	57846	0.3914	27336
KX786092.1	2	-1	0.2920	39894
AJ001527.1	2	54074	0.9996	54074
JX289188.1	2	67077	0.3582	37861
AF538577.1	2	-1	0.1715	986
AF342743.1	2	-1	0.1685	44729
GQ281006.1	2	18144	0.6196	4929
KM998371.1	2	66448	0.9853	66448
KF850598.1	2	32644	0.4266	26967
JF342550.1	2	62942	0.4834	5277
MN761834.1	2	11336	0.7133	11336
MH117798.1	2	-1	0.3283	71855
FJ768909.1	2	3337	0.9175	22700
JQ911560.1	2	-1	0.1946	29865
KP027651.1	2	-1	0.3347	42278
DQ197400.1	2	68865	0.8981	68875
AY346354.1	2	-1	0.2402	71120
KC425748.1	2	54215	0.8067	23166
KR608723.1	2	44570	0.5566	29809
EF433452.1	2	23695	0.3894	20266
EF652434.1	2	5912	0.9482	5844
KX963477.1	2	-1	0.2145	62028
KY239359.1	2	20621	0.3657	25016
FJ623608.1	2	12287	0.9896	-1
JF977989.1	2	-1	0.3064	55856
MH179077.1	2	39694	0.9898	39694
KX655730.1	2	9205	0.9156	9205
OP120908.1	2	-1	0.3228	8850
KU552025.1	2	21296	1.0000	21296
AF083014.1	2	-1	0.3337	18372
KU198983.1	2	55749	0.9741	55749
EF688486.1	2	67203	0.3827	60420
FJ037846.1	2	58285	0.4659	31729
JQ415942.1	2	30613	0.3647	14630
MK881918.1	2	14141	0.6829	50450
MH477791.1	2	71025	0.6051	14647
AY245126.1	2	68017	0.9762	68017
AY145400.1	2	-1	0.3219	17725
KF379226.1	2	20538	0.4462	49427
MH348256.1	2	11698	0.9835	11698
KR083083.1	2	48324	0.6664	59092
KP419161.1	2	9239	0.9327	41695
KR706374.1	2	37486	0.3870	37488
FJ916998.1	2	1753	0.8491	64532
DQ993123.1	2	3119	0.6076	17437
KF850562.1	2	-1	0.3414	64680
KX545265.1	2	40454	0.8578	40454
KJ755086.1	2	30674	0.9994	30674
KF672526.1	2	39926	0.5920	13198
JF978918.1	2	41945	0.4749	68544
MF155566.1	2	7932	0.9999	7932
KM053335.1	2	21773	0.5921	71759
AJ496249.1	2	10541	0.5889	10541
HQ907750.1	2	37955	0.9912	37955
MK953972.1	2	53655	0.4581	61161
KJ710474.1	2	62274	0.8895	36146
AY040444.1	2	-1	0.2539	39201
KF360403.1	2	69068	0.7886	28088
FJ984975.1	2	68492	0.3834	22054
GQ378097.1	2	48109	0.4893	9707
MN431159.1	2	53009	0.5510	18712
KY305095.1	2	10462	0.9970	10462
KJ188950.1	2	-1	0.2170	60952
DQ357533.1	2	47123	0.4715	21430
JQ519386.1	2	31588	0.9264	31588
DQ059583.1	2	-1	0.3281	32823
DQ400035.1	2	61234	0.9563	61234
KF732292.1	2	-1	0.2718	68232
FM999789.1	2	19691	0.9481	19691
DQ390104.1	2	-1	0.1933	3154
MK164457.1	2	9419	0.7301	9336
JN244274.1	2	55714	0.9489	55714
MK207352.1	2	52646	0.3910	25516
MF061679.1	2	65716	0.5316	386
MF664630.1	2	43468	0.3764	60874
MK397412.1	2	25876	0.3675	39693
MK577519.1	2	33556	0.9988	33556
KC695746.1	2	-1	0.1917	35872
MN825624.1	2	35173	0.7785	35173
KF570903.1	2	-1	0.3280	29380
FJ796902.1	2	40741	0.4450	17589
MG779819.1	2	71748	0.9990	71748
KJ650552.1	2	58359	0.9530	58331
MT935329.1	2	17272	0.5393	17190
FJ694212.1	2	41332	0.3815	33754
AJ411851.1	2	2216	0.9813	2216
MF318906.1	2	-1	0.1240	15891
KC529617.1	2	25858	0.4998	927
KT307989.1	2	66210	0.8857	66210
JN616264.1	2	41803	0.4839	44300
JN605992.1	2	52964	0.5374	52963
EU489099.1	2	-1	0.1235	3540
KJ722757.1	2	70549	0.5331	18013
JN250152.1	2	18170	0.4730	26278
JN250236.1	2	-1	0.1936	26517
KM671875.1	2	16767	0.8627	6718
DQ119115.1	2	16257	0.9571	24715
EU149996.1	2	-1	0.2720	58289
JQ306389.1	2	27186	0.3620	64657
JX434367.1	2	14363	0.7549	14363
KR149489.1	2	65717	0.5806	40438
AY764043.1	2	-1	0.3325	14700
KX853196.1	2	-1	0.3223	56264
FJ794675.1	2	-1	0.1660	56359
MK282255.1	2	-1	0.1796	63916
MK253175.1	2	30976	0.3959	39455
KY632584.1	2	-1	0.3296	60270
AF334765.1	2	-1	0.1960	3960
JN805937.1	2	-1	0.2650	42213
KT037330.1	2	14098	0.9881	14098
HQ268294.1	2	-1	0.2844	38431
KJ887553.1	2	63112	0.5213	49809
GQ330409.1	2	12287	0.6242	-1
AY427516.1	2	46977	0.4324	58081
AF510032.1	2	30460	0.6654	30421
AY030389.1	2	7932	0.3859	7926
AF054900.1	2	60519	0.6731	41213
GQ862521.1	2	41381	0.5444	59479
MH377227.1	2	34397	0.6704	34397
AY437119.1	2	21810	0.9303	21844
GU135635.1	2	39850	0.6656	39850
DQ064578.1	2	50985	0.8486	73358
AY063573.1	2	27343	0.6070	27373
KP843570.1	2	58359	0.8966	58326
MK165337.1	2	58694	0.7088	58694
KT250852.1	2	66820	0.7669	39759
AF158923.1	2	39252	0.8855	39252
MN861052.1	2	65526	0.9935	65526
MT935226.1	2	33270	0.5077	17093
AF444379.1	2	-1	0.3293	22136
JN018373.1	2	23482	0.4566	32392
KP858786.1	2	42428	0.3602	56172
JQ031190.1	2	53009	0.6407	51085
ON603779.1	2	15706	0.4913	45979
KM887956.1	2	73459	0.5808	73471
JX870772.1	2	-1	0.1566	68098
AY082103.1	2	62582	0.4026	1786
HQ847115.1	2	-1	0.2782	49232
AJ420690.2	2	32009	0.9712	32009
KT631409.1	2	-1	0.3417	39704
JX506925.1	2	53528	0.6603	20470
AY218110.1	2	66513	0.7924	6589
MK481354.1	2	11631	0.9623	11777
MG052893.1	2	6753	0.9912	6753
KT072814.1	2	-1	0.3467	26370
KU204092.1	2	12603	0.9213	12607
KC455606.1	2	34204	0.7073	52923
MK327317.1	2	65799	0.9191	10265
DQ834911.1	2	-1	0.2213	63914
HQ858923.1	2	57676	0.6544	25063
JQ918370.1	2	-1	0.3184	39635
JQ991062.1	2	51566	0.5468	15819
AY722453.1	2	-1	0.1392	22330
DQ091623.1	2	54969	0.4456	21183
DQ251732.1	2	978	0.6668	978
KX786532.1	2	34109	0.8048	27881
EU195966.1	2	-1	0.1416	59052
FM244853.1	2	-1	0.2138	42558
MK577534.1	2	33556	0.6055	33556
KT580734.1	2	33669	0.4682	21569
KM979452.1	2	47435	0.9602	47435
KU248783.1	2	58316	0.7864	58316
GU012389.1	2	3258	0.4337	35486
MH117628.1	2	48468	0.9716	48468
KF163657.1	2	-1	0.1526	48502
GQ862431.1	2	29928	0.6814	5223
KJ774646.1	2	16257	0.7804	13243
FJ794629.1	2	-1	0.2858	56332
KP419441.1	2	72924	0.3769	23325
KY565270.1	2	53747	0.9230	64846
MH781166.1	2	3702	0.9915	3702
JX242603.1	2	56512	0.4369	48486
MG649871.1	2	35894	0.8430	35894
FJ948451.1	2	37488	0.6176	37488
GQ330361.1	-1	36633	0.5071	27779
AF389094.1	2	39195	0.7673	39199
AY189045.1	2	-1	0.2237	6734
AY328915.1	2	59210	0.4954	72447
MN562153.1	2	10045	0.4319	19901
KF157986.1	2	-1	0.3174	12881
DQ873909.1	2	-1	0.2941	42854
KX184037.1	2	61066	0.9097	61066
AF122020.1	2	65549	0.4941	65543
JQ905393.1	2	-1	0.2554	3801
JQ750961.1	2	-1	0.1821	26535
JN164420.1	2	68768	0.8068	29502
AY572999.1	2	-1	0.2659	33777
KC201009.1	2	-1	0.1890	268
KU244528.1	2	16540	0.7687	61145
EF033603.1	2	7241	0.4814	20492
FJ610254.1	2	-1	0.0927	60985
LR701767.1	2	27480	0.9713	64982
KF553457.1	2	49935	0.3684	61998
MG489820.1	2	65549	0.3825	65546
KC869824.1	2	56168	0.9994	56168
KU501313.1	2	64461	0.6077	51369
KP092701.1	2	59432	0.4934	7258
GU576995.1	2	6452	0.4970	40407
KM484885.1	2	48999	0.9834	58219
DQ115096.1	2	11245	0.9869	11245
DQ222370.1	2	-1	0.1163	44789
PVPZ01000146.1	2	28145	0.7185	28145
JN865038.1	2	-1	0.3257	51824
MN116814.1	2	9952	0.5184	59618
KP713404.2	2	-1	0.3384	7875
AY631917.1	2	70748	0.4912	37458
KX856823.1	2	-1	0.3307	32393
KX671896.1	2	34589	0.4386	63538
EF079181.1	2	20807	0.5549	55770
JQ805154.1	2	14334	0.4974	72020
KY752469.1	2	31622	0.6162	3056
MG386049.1	2	59519	0.6117	44957
MN712324.1	2	46339	0.4447	67528
JN939363.1	2	38136	0.5484	42504
AF007538.1	2	38950	0.5260	38950
KT187746.1	2	26535	0.6752	41218
MN902066.1	2	917	0.5251	71548
EU883366.1	2	40850	0.3799	67135
JF301541.1	2	-1	0.1859	34021
OM501388.1	2	40322	0.9853	30256
KX611371.1	2	53009	0.9480	53009
AB054566.1	2	-1	0.2006	10926
MF444565.1	2	46449	0.6780	46452
HQ738322.1	2	44364	0.8574	44364
KX882668.1	2	17272	0.4038	17231
MZ157265.1	2	64674	0.4029	24537
EU791846.1	2	38123	0.3585	46486
FJ908068.1	2	19180	0.3558	19180
JX855950.1	2	12076	0.3779	10349
AF254605.1	2	-1	0.3401	1921
KM064787.1	2	39693	0.4961	45250
HQ197354.1	2	9657	0.8387	9627
AB361021.1	2	42962	0.4414	16735
KX516567.1	2	26643	0.8793	26643
KU524171.1	2	23195	0.4644	61484
AF492106.1	2	17324	0.9252	67436
KP712010.1	2	11187	0.6080	11187
EU288562.1	2	11319	0.8696	11633
DQ667276.1	2	-1	0.2407	60811
KU853480.1	2	40494	0.7883	40494
HQ265483.1	2	-1	0.2871	1829
LC228641.1	2	69067	0.5921	34038
KT380458.1	2	69985	0.7484	13517
KP258986.1	2	-1	0.1832	2806
JX840575.1	2	-1	0.2388	16018
KY017091.1	2	56125	0.7759	56125
KT950851.1	2	-1	0.2996	57274
MH768331.1	2	72456	0.9843	72456
HQ283438.1	2	-1	0.3209	54777
MK676033.1	2	42446	0.9865	42446
GQ463774.1	2	58472	0.6027	20120
FJ010602.1	2	25699	0.9185	25699
FJ801458.1	2	53000	0.5554	52950
KT188882.1	2	56106	0.6721	56110
AF106521.1	2	7409	0.4318	47268
AY101285.1	2	44540	0.4450	783
GU981577.1	2	50460	0.5796	50283
MK047442.1	2	-1	0.2013	45248
KP452505.1	2	59996	0.3985	44763
JN244275.1	2	-1	0.3486	55714
JQ780059.1	-1	32441	0.3706	72563
KJ872596.1	2	2012	0.9997	2012
MN825718.1	2	35216	0.7381	35192
MF668931.1	2	-1	0.3423	3860
DQ355880.1	2	14240	0.6415	12919
FR837765.1	2	-1	0.1561	13443
DQ246695.1	2	28913	0.3611	55679
AJ512430.1	2	-1	0.1814	31185
FJ711076.1	2	68020	0.9832	68020
JX289596.1	2	62770	0.6257	33537
AY727937.1	2	-1	0.1712	40941
AY936663.1	2	34109	0.8798	40961
DQ210349.1	2	-1	0.2050	41269
KF675920.1	2	-1	0.3428	57573
KC590042.1	2	-1	0.2454	14227
KJ844954.1	2	-1	0.3122	62097
KC901915.1	2	55701	0.9208	51676
DQ195372.1	2	50094	0.7995	50094
KY358118.1	2	17528	0.9801	31492
MK568052.1	2	53061	0.4366	53061
MH860311.1	2	8806	0.5443	49181
HF968783.1	2	29258	0.9885	29258
MH390407.1	2	30012	0.5101	28103
MG232786.1	2	35444	0.9399	35444
AF398805.1	2	-1	0.1923	29409
MN295259.1	2	44060	0.6354	10515
MN825019.1	2	35202	0.7626	35056
AY740045.1	2	34397	0.8620	4178
JN934770.1	2	48689	0.7822	48682
MT193833.1	2	48991	0.9858	48991
EU401346.1	2	5291	0.8529	50741
AJ966506.1	2	-1	0.2497	68891
ON502900.1	2	57676	0.5148	48859
KR186996.1	2	-1	0.2426	7484
MG386068.1	2	19620	0.7564	69856
GU126435.1	-1	29213	0.9998	29213
KJ789781.1	2	22823	0.9102	22823
FJ610023.1	2	-1	0.2275	1867
KF258687.1	2	59167	0.3591	59152
JN899328.1	2	-1	0.3127	67317
KC528888.1	2	-1	0.3374	16374
AY248757.1	2	-1	0.1763	16705
AY606874.1	2	72125	0.7135	58804
ON603773.1	2	-1	0.1913	29821
AF432469.1	2	77	0.4795	59418
AY265318.1	2	16256	0.4000	28366
JF332113.1	2	-1	0.2570	71595
GQ849022.1	2	56106	0.7933	23463
AY555514.1	2	-1	0.3171	47343
MK352466.1	2	-1	0.2539	9462
AY738314.1	2	68516	0.7154	61959
AF543226.1	2	-1	0.2869	29557
JF976034.1	2	7541	0.5641	7505
KF843820.1	2	-1	0.3225	27004
KF636431.1	2	7369	0.4884	7362
AF303711.1	2	70104	0.8775	71690
FJ662809.1	2	64392	0.9690	64392
AY920800.1	2	8010	0.4251	8010
AF186483.1	2	-1	0.3327	40724
MH001495.1	2	20109	0.5715	64955
AF109323.1	2	-1	0.1604	49121
MH357853.1	2	-1	0.2909	6216
EU637087.1	2	67490	0.6175	67490
JF976926.1	2	7541	0.4729	40110
MF348858.1	2	-1	0.1211	47976
HQ141427.1	2	-1	0.1712	32481
KU866649.1	2	28567	0.6346	67240
KF430584.1	2	27870	0.9825	31932
EU441208.1	2	55389	0.5762	69471
MK270334.1	2	9208	0.8126	9208
MH050901.1	2	6752	1.0000	6752
KU208341.1	2	29481	0.6117	29465
MN257723.1	2	32766	0.9551	32766
AY727966.1	2	-1	0.2850	31589
KF212059.1	2	-1	0.3088	1676
MH781264.1	2	33842	0.9115	72184
FJ794684.1	2	-1	0.2838	56365
HM053932.1	2	61804	0.9625	61804
AB181885.1	2	-1	0.2185	56484
HM469443.1	2	55718	0.9990	55718
KX396304.1	2	53034	0.5435	53034
KP693440.1	2	22678	0.3573	7865
AY040418.1	2	46371	0.6731	39226
KX008803.1	2	60654	0.8902	60654
EU305519.1	2	-1	0.2271	33354
KU927727.1	2	45436	0.3845	37117
MF818305.1	2	53762	0.6080	23435
DQ408624.1	2	31763	0.9985	31763
AM422511.1	2	-1	0.1948	49044
JX847847.1	2	43570	0.8737	43570
AF211987.1	2	-1	0.1094	799
KY512737.1	2	1691	0.6077	27090
MN295264.1	2	25876	0.3670	33020
KF556095.1	2	37553	0.9256	37553
MW405102.1	2	52156	0.7559	32426
HQ141435.1	2	21680	0.8610	58805
JF912572.1	2	-1	0.2302	32040
KX260972.1	2	-1	0.3300	4655
JF978171.1	2	-1	0.2192	58030
GQ464359.1	2	46066	0.8840	46066
MF502550.1	2	40872	0.8461	54506
KC201147.1	2	60249	0.4336	310
DQ222453.1	2	52941	0.5467	8464
GQ900063.1	2	67081	0.9805	67081
KP858903.1	2	734	0.6154	23896
KU927649.1	2	49694	0.6962	3585
GU359270.1	2	6182	0.8428	6182
KY322155.1	2	11710	0.7576	11710
KP018575.1	2	59999	0.8542	59999
MF683548.1	0	59809	0.3886	59807
KX509842.1	2	14144	0.7379	44678
KT447556.1	2	4384	0.9226	48921
MK683155.1	2	-1	0.2701	37005
AF370788.1	2	52363	0.9212	2371
EU331115.1	2	-1	0.2046	11727
AJ012517.1	2	36958	0.7780	49527
KF256831.1	2	3565	0.9167	3565
KY381603.1	2	64374	0.6142	25563
FJ434155.1	2	2546	0.5768	48455
JN115050.1	2	16712	0.7598	63169
FJ867720.1	2	-1	0.2525	67416
JF697573.1	2	41380	0.7682	47410
AJ242146.1	2	-1	0.1461	41225
EU188862.1	2	-1	0.2445	32556
AF549586.1	2	38481	0.9155	38485
JN112286.1	2	70885	0.8811	70882
MN762903.1	2	-1	0.1630	11529
JN018293.1	2	13412	0.9875	13412
JF264837.1	2	-1	0.3060	36994
EU001032.1	2	11342	0.4684	11558
JN250108.1	2	-1	0.2722	26124
KC480372.1	2	47594	0.9727	47594
MG818141.1	2	33060	0.3978	33060
MH595837.1	2	-1	0.2577	34611
MH986160.1	2	15954	0.9919	15954
KC282675.1	2	19045	0.8003	19048
MN820665.1	2	22166	0.4240	11184
DQ251754.1	2	-1	0.2565	985
KP900406.1	2	63336	0.4881	41764
GQ424544.1	2	37925	0.7509	41484
KF447773.1	2	-1	0.2786	24643
KU739803.1	2	6969	0.5093	31858
AF461254.1	2	30367	0.3833	38523
FJ713008.1	2	-1	0.2671	55748
MG949348.1	2	21695	0.9360	21695
EF194592.1	2	18019	0.3741	18922
KP419660.1	2	-1	0.2945	67060
AY271535.1	2	28533	0.7548	14550
AY530914.1	2	16703	0.9078	16703
AB354737.1	2	-1	0.1571	38534
AY257125.1	2	66194	0.6347	66194
MK874504.1	2	3375	0.9882	3375
KJ922044.1	2	10939	0.8111	4619
MK602650.1	2	-1	0.2446	29792
KP744649.1	2	5079	0.7323	4561
GQ118646.1	2	-1	0.2317	35853
AY460547.1	2	64655	0.6380	68892
JF732969.1	2	26360	0.9806	26360
KP114762.1	2	16404	0.6046	59374
KF928437.1	2	26856	0.4803	26889
AY740804.1	2	-1	0.2709	24174
KF548061.1	2	864	0.4257	72655
AF521776.1	2	34481	0.9635	34481
JX124498.1	2	67998	0.4218	38083
DQ916865.1	2	43533	0.7020	66093
JQ403580.1	2	60212	0.3598	2575
HM749322.1	2	39561	0.9884	39561
MK581468.1	2	-1	0.1885	11780
MW797118.1	2	9497	0.9680	21413
MT934866.1	2	17272	0.7436	16809
ON811513.1	2	5558	0.4688	46025
LR701757.1	2	28559	0.3525	40624
FJ712968.1	2	55739	1.0000	55739
AF510001.1	2	-1	0.1654	29371
KY828270.1	2	55739	1.0000	55739
KT021164.1	2	11422	0.5263	11480
MF325856.1	2	50271	0.6338	37443
KR083071.1	2	52605	0.4724	29990
AF398841.1	2	17638	0.4151	17640
AF474308.1	2	8076	0.5506	24789
KM458404.1	2	50985	0.9665	50985
MH447406.1	2	-1	0.3074	35377
JQ320167.1	2	-1	0.2390	40009
AJ966494.1	2	44346	0.7275	44346
AM713182.1	2	26646	0.4185	8113
AF539474.1	2	58892	0.8376	38664
KU927792.1	2	-1	0.2490	69760
EF214432.1	2	60177	0.9369	60177
FJ794661.1	2	-1	0.3164	56352
EU401381.1	2	-1	0.2450	57191
MF683563.1	0	59808	0.4921	59807
AY293156.1	2	65020	0.6005	60323
KY705505.1	2	3739	0.9345	3739
KC238665.1	2	-1	0.1205	35881
KC869827.1	2	30613	0.5728	30613
GQ330330.1	2	21066	0.8669	21066
HM061515.1	2	-1	0.1724	44517
JF338312.1	2	28907	0.9455	28907
MG188590.1	2	71489	0.3689	2540
AF521716.1	2	43534	0.4814	34454
HM362769.1	2	-1	0.1398	70935
MF993124.1	2	-1	0.1661	9989
AB809630.1	2	73014	0.8695	4718
AF485181.1	2	7475	0.4754	7519
AY575181.1	2	37571	0.9908	37571
GU246152.1	2	68721	0.9599	68721
HQ650634.1	2	5684	0.6814	69287
MN644509.1	2	39316	0.6786	45238
MF872617.1	2	38444	0.4904	51299
DQ458082.1	2	-1	0.1861	49657
KP862595.1	2	-1	0.3096	66476
EF079426.1	2	41243	0.7306	3831
KF732421.1	2	16813	0.5493	10323
AY949650.1	2	-1	0.2892	50037
KF514640.1	2	59167	0.9352	59167
HM545889.1	2	21680	0.7159	10045
AF287655.1	2	31622	0.5675	29917
MH447424.1	2	35370	0.9380	35380
EU702415.1	2	23621	0.9526	23621
AY894510.1	2	-1	0.2593	61526
KX757661.1	2	29961	0.3567	63464
JF831801.1	2	55747	0.9181	8359
KR814563.1	2	54374	0.4758	30541
KF671268.1	2	-1	0.3337	47093
FJ796877.1	2	9207	0.9829	57987
KF835994.1	2	49365	0.3977	2530
MK212939.1	2	36549	0.6996	39299
KJ409999.1	2	44540	0.5071	20184
MH710716.1	2	-1	0.2693	61951
AF091591.1	2	-1	0.3192	68983
KY483905.1	2	10646	0.5506	40375
KF271269.1	2	55385	0.7993	55385
MF076951.1	2	18796	0.9611	18796
KT338699.1	2	67929	0.5148	28498
MK356162.1	2	15324	0.5359	15307
KF031536.1	2	73465	0.7607	41592
FJ480737.1	2	466	0.7963	466
KM020132.1	2	32496	0.9263	32496
KJ877182.1	2	70016	0.9554	21467
MK214525.1	2	-1	0.2096	60143
AY955803.1	2	-1	0.2953	26696
JF976043.1	2	7541	0.8661	7525
EU792364.1	2	23914	0.4469	4306
KX451910.1	2	51357	0.3990	67622
KM507842.1	2	55290	0.6075	54735
AF050242.1	2	-1	0.2039	11059
LC655962.1	2	43194	0.6641	68671
HQ878154.1	2	22119	0.3668	71416
MT112148.1	2	16813	0.4882	17235
DQ092419.1	2	53042	0.8305	53042
AY706329.1	2	-1	0.2791	37653
GQ924175.1	2	42995	0.5060	5115
MH857544.1	2	57382	0.4728	29406
KT923843.1	2	27492	0.8030	64027
KX443653.1	2	46179	0.4373	39682
KM086873.1	2	43917	0.9390	65774
MF664544.1	2	-1	0.3259	60753
KX595235.1	2	-1	0.3482	70975
KY593090.1	2	39610	0.5030	34638
KF630455.1	2	11912	0.7237	12322
KU350183.1	2	58234	0.6937	59428
KC768348.1	2	-1	0.2465	18359
MT355684.1	2	61237	0.3545	21270
KJ506857.1	2	3087	0.5566	17793
JN114442.1	2	9419	0.5109	9412
KC508079.1	2	19187	0.8416	19187
GU248649.1	2	41514	0.4588	38827
FJ796879.1	2	9207	0.9973	57989
MW676123.1	2	19620	0.3846	23807
KY574288.1	2	51990	0.9289	56890
KC905478.1	2	34397	0.8209	34257
MK192648.1	2	52502	0.4687	41332
KY288032.1	2	19698	0.3556	29320
EF680790.1	2	3048	0.6814	20809
MK290841.1	2	29775	0.8159	33242
KM222072.1	2	10045	0.9901	49233
KR010821.1	2	615	0.6178	59888
KJ657879.1	2	-1	0.1906	23034
GQ249705.1	2	50314	0.4945	6578
AF527077.1	2	62352	0.4970	62361
KF277558.1	2	-1	0.2383	49987
HQ718980.1	2	72111	0.4330	66075
EF371789.1	2	16404	0.9974	16404
JQ689064.1	2	69878	0.9468	69878
EF060087.1	2	53528	0.6605	53528
DQ146784.1	2	1764	0.9953	1764
DQ364686.1	2	72937	0.9955	72937
KC164667.1	2	6672	0.6436	33662
AF157159.1	2	64894	0.9962	64894
HQ685854.1	-1	-1	0.3141	12943
EU477934.1	2	26556	0.8718	18259
AY030401.1	2	66347	0.4110	7927
HM143038.1	2	43722	0.8965	43722
KM651283.1	2	67203	0.3838	32177
EU982623.1	2	42565	0.6377	38004
KF234543.1	2	61234	0.4602	37131
AY591787.1	2	-1	0.2982	4555
AY063428.1	2	42376	0.5004	7879
KT923826.1	2	64026	0.6309	8862
KU687921.1	2	39125	0.5723	29535
AY298466.1	2	-1	0.2729	64817
KT757174.1	2	-1	0.2289	46728
HQ286115.1	2	-1	0.2819	31803
GQ888998.1	2	1833	0.4396	54939
EF636678.1	2	12287	0.8020	-1
KC128501.1	2	-1	0.2483	44478
AF379856.1	2	54154	0.4719	20214
KC119668.1	2	-1	0.2923	2213
KY988912.1	2	-1	0.3002	43838
HQ730831.1	2	34397	0.9493	12265
FJ821781.1	2	-1	0.2241	9935
AY552327.1	2	19016	0.6366	65090
JX669623.1	2	-1	0.2626	63265
AY150222.1	2	17272	0.5193	46288
MF063687.1	2	1753	0.5191	73514
KU846152.1	2	-1	0.2418	41901
MH854739.1	2	34320	0.3837	8579
AY949631.1	2	-1	0.1932	49917
AF401522.1	2	11132	0.8579	11132
EU872579.1	2	48337	0.5078	48336
FJ040484.1	2	-1	0.3411	49307
MH844589.1	2	-1	0.2284	66217
MF574592.1	2	-1	0.3389	67226
MK314533.1	2	42605	0.7057	15770
MN316698.1	2	12136	0.5021	13311
MW412409.1	2	56715	0.7072	56715
HQ658356.1	2	-1	0.2754	13533
KT377971.1	2	52502	0.9780	69294
MN227315.1	2	53062	0.6191	53062
KR083065.1	2	19472	0.6315	15916
AF444626.1	2	19398	0.4926	35726
AY867455.1	2	22820	0.6044	1329
EF178740.1	2	6656	0.6212	31078
KY872648.1	2	72308	0.9977	72308
GQ475235.1	2	56589	0.7398	48293
KT602656.1	2	-1	0.3238	29086
MK426778.1	2	6875	0.9946	6875
MH865091.1	2	16257	0.5815	5880
KX999885.1	2	55086	0.8893	58009
MZ045697.1	2	67306	0.4275	67365
AY830847.1	2	13779	0.9825	13779
AF185992.1	2	46118	0.9983	46118
DQ022760.1	2	47841	0.7431	12514
U72606.1	2	20945	0.5158	47316
DQ211173.1	2	69784	0.9796	69791
GQ424468.1	2	60740	0.4562	49409
MK766744.1	2	69459	0.4706	58818
